term,valence,arousal,dominance
knock-on,0.36,0.55,0.49
knock-out,0.38,0.53,0.38
knock-over,0.24,0.66,0.43
knockabout,0.5,0.84,0.44
knockdown,0.21,1.0,0.84
knocked-out,0.15,0.53,0.35
knocked-up,0.3,0.61,0.38
knocker,0.24,0.82,0.77
knockoff,0.35,0.6,0.24
knockout,0.39,0.76,0.67
knoll,0.43,0.35,0.33
knot,0.54,0.22,0.41
knothole,0.5,0.02,0.46
knotless,0.79,0.09,0.57
knots,0.42,0.35,0.27
knotted,0.22,0.41,0.3
knottiness,0.22,0.19,0.36
knotting,0.5,0.84,0.65
knotty,0.33,0.52,0.32
know,0.77,0.36,0.7
know-better,0.57,0.44,0.62
know-from,0.54,0.43,0.51
know-how,0.59,0.4,0.6
know-nothing,0.17,0.43,0.35
know-of,0.47,0.33,0.4
know-someone,0.58,0.43,0.5
know-what,0.55,0.41,0.51
knowable,0.8,0.5,0.65
knowhow,0.96,0.69,0.9
knowing,0.84,0.36,0.66
knowingly,0.5,0.46,0.48
knowingness,0.84,0.35,0.82
knowledge,0.84,0.43,0.9
knowledge-base,0.79,0.51,0.75
knowledgeable,0.86,0.46,0.97
knowledgeably,0.96,0.28,0.84
known,0.6,0.39,0.53
known-to,0.54,0.38,0.51
knuckle,0.65,0.33,0.4
knuckleball,0.5,0.84,0.81
knucklebone,0.5,0.5,0.5
knuckled,0.44,0.84,0.57
knuckleduster,0.16,0.85,0.98
knucklehead,0.16,0.49,0.29
knuckler,0.5,0.81,0.84
knuckles,0.27,0.46,0.32
koala,0.61,0.21,0.31
kodak,0.78,0.5,0.5
kook,0.41,0.47,0.4
kookaburra,0.84,0.59,0.5
kooky,0.42,0.58,0.36
kool-aid,0.53,0.32,0.4
korean,0.5,0.5,0.5
kos,0.5,0.47,0.4
kosher,0.47,0.44,0.31
kraken,0.31,0.6,0.46
kraut,0.39,0.5,0.39
kremlin,0.55,0.5,1.0
krill,0.5,0.84,0.08
kris,0.43,0.41,0.4
krispies,0.82,0.64,0.5
krypton,0.5,0.12,0.76
kryptonite,0.3,0.69,0.59
kudos,0.92,0.59,0.64
kuei,0.5,0.5,0.5
kumquat,0.41,0.43,0.39
kung,0.57,0.82,0.68
kung-fu,0.49,0.56,0.45
kyoto,0.78,0.5,0.5
lab,0.48,0.5,0.6
lab-coat,0.55,0.49,0.51
label,0.58,0.24,0.43
labeler,0.5,0.81,0.71
labia,0.5,0.5,0.46
labial,0.5,0.5,0.5
labor,0.6,0.64,0.76
labor-day,0.64,0.57,0.46
labor-force,0.49,0.59,0.38
labor-market,0.43,0.61,0.55
labor-movement,0.41,0.61,0.65
laboratorial,0.5,0.16,0.6
laboratory,0.57,0.49,0.54
labored,0.64,0.45,0.64
laborer,0.56,0.51,0.7
laboring,0.7,0.64,0.73
laborious,0.4,0.64,0.71
laboriously,0.16,0.81,0.33
laboriousness,0.16,0.84,0.54
laborsaving,0.94,0.18,0.84
labour,0.54,0.53,0.45
labrador,0.84,0.35,0.54
labyrinth,0.48,0.81,0.49
labyrinthine,0.33,0.21,0.28
lac,0.41,0.42,0.33
lace,0.62,0.2,0.3
lace-up,0.59,0.46,0.64
lacelike,0.84,0.03,0.36
lacerate,0.03,0.84,0.95
lacerated,0.16,0.84,0.28
laceration,0.15,0.67,0.44
lacerative,0.16,0.87,0.57
lacework,0.81,0.19,0.5
lack,0.25,0.36,0.24
lack-of,0.13,0.38,0.2
lackadaisical,0.19,0.0,0.03
lackadaisically,0.16,0.03,0.09
lackadaisicalness,0.0,0.03,0.16
lackey,0.26,0.51,0.16
lacking,0.23,0.38,0.12
lackluster,0.25,0.31,0.27
laconic,0.55,0.06,0.7
laconically,0.5,0.16,0.48
lacquer,0.51,0.36,0.26
lacquerer,0.5,0.81,0.6
lacrosse,0.57,0.65,0.51
lactase,0.5,0.5,0.5
lactate,0.52,0.61,0.29
lactated,0.3,0.27,0.32
lactation,0.81,0.84,0.32
lactic,0.52,0.64,0.38
lactose,0.48,0.29,0.43
lactose-intolerance,0.27,0.48,0.26
lad,0.64,0.39,0.33
ladder,0.56,0.44,0.36
laddie,0.67,0.54,0.39
laden,0.39,0.48,0.56
ladies,0.84,0.5,0.33
lading,0.39,0.46,0.41
ladle,0.53,0.37,0.35
ladleful,0.5,0.64,0.5
lady,0.85,0.48,0.6
lady-bug,0.54,0.41,0.43
lady-friend,0.73,0.4,0.52
ladybird,0.84,0.27,0.36
ladyboy,0.16,0.84,0.28
ladybug,0.6,0.4,0.22
ladyfinger,0.69,0.33,0.48
ladylike,0.59,0.56,0.54
ladylove,1.0,0.64,0.46
ladyship,0.56,0.48,0.82
lag,0.22,0.38,0.27
lager,0.59,0.48,0.36
lagged,0.29,0.16,0.24
lagging,0.14,0.54,0.27
lagoon,0.66,0.23,0.38
laid,0.5,0.16,0.37
laid-back,0.54,0.29,0.2
laid-bare,0.38,0.38,0.37
laid-off,0.16,0.46,0.27
laid-out,0.52,0.42,0.27
laid-up,0.22,0.4,0.27
lair,0.47,0.44,0.39
laity,0.51,0.32,0.49
lake,0.7,0.2,0.43
lakefront,0.88,0.24,0.54
lakeshore,0.84,0.16,0.46
lakeside,0.84,0.22,0.5
lama,0.56,0.32,0.4
lamb,0.64,0.29,0.32
lambaste,0.02,1.0,0.88
lambskin,0.84,0.09,0.19
lame,0.15,0.41,0.22
lame-duck,0.16,0.37,0.23
lame-excuse,0.21,0.43,0.35
lamely,0.16,0.2,0.16
lameness,0.16,0.15,0.06
lament,0.2,0.4,0.35
lamentable,0.04,0.23,0.21
lamentably,0.0,0.24,0.16
lamentation,0.16,0.19,0.09
lamenter,0.16,0.16,0.23
lamenting,0.16,0.39,0.26
lamina,0.51,0.32,0.41
laminate,0.62,0.16,0.56
laminated,0.41,0.3,0.38
lamination,0.5,0.5,0.5
laminator,0.5,0.76,0.69
lamp,0.51,0.26,0.31
lamplight,0.81,0.25,0.41
lamplighter,0.5,0.84,0.65
lampoon,0.16,0.84,0.72
lampooner,0.16,0.81,0.78
lampoonery,0.24,0.84,0.59
lampoonist,0.32,0.81,0.77
lamppost,0.42,0.33,0.46
lamprey,0.33,0.79,0.22
lampshade,0.5,0.5,0.38
lance,0.4,0.62,0.59
lanced,0.24,1.0,0.46
lancer,0.41,0.53,0.52
lancet,0.5,0.67,0.75
land,0.58,0.26,0.62
land-in,0.53,0.48,0.51
land-line,0.48,0.33,0.4
land-mass,0.57,0.49,0.55
land-on,0.6,0.49,0.46
land-rover,0.58,0.54,0.6
land-with,0.55,0.41,0.4
landed,0.71,0.62,0.48
landfall,0.52,0.43,0.4
landfill,0.4,0.43,0.33
landform,0.5,0.16,0.56
landholder,0.77,0.46,0.85
landholding,0.77,0.16,0.85
landing,0.55,0.7,0.6
landing-page,0.5,0.38,0.71
landlady,0.67,0.3,0.41
landless,0.16,0.25,0.16
landlessness,0.16,0.21,0.1
landline,0.5,0.22,0.5
landlocked,0.28,0.39,0.36
landlord,0.68,0.5,0.86
landlubber,0.31,0.21,0.21
landmark,0.7,0.36,0.68
landmass,0.59,0.16,0.89
landmine,0.16,0.54,0.98
landowner,0.67,0.16,0.98
landownership,0.81,0.21,0.95
landowning,0.84,0.22,0.98
lands,0.6,0.28,0.49
landscape,0.72,0.17,0.43
landscaper,0.71,0.84,0.71
landscaping,0.83,0.38,0.52
landscapist,0.84,0.5,0.67
landside,0.5,0.54,0.57
landslide,0.25,0.86,0.53
landsman,0.5,0.36,0.62
landward,0.5,0.33,0.54
lane,0.45,0.49,0.45
language,0.67,0.33,0.7
language-barrier,0.36,0.59,0.53
languid,0.28,0.27,0.29
languidly,0.31,0.0,0.03
languidness,0.22,0.02,0.16
languish,0.23,0.41,0.38
languisher,0.16,0.05,0.03
languishing,0.31,0.46,0.36
languishment,0.09,0.04,0.12
languorous,0.59,0.0,0.19
languorously,0.62,0.08,0.0
lankily,0.36,0.31,0.38
lankiness,0.33,0.29,0.33
lanky,0.41,0.43,0.37
lanolin,0.55,0.26,0.5
lantern,0.62,0.25,0.24
lap,0.59,0.51,0.41
lap-dance,0.57,0.57,0.38
lap-dog,0.49,0.4,0.41
laparoscopy,0.33,0.79,0.62
lapboard,0.5,0.16,0.44
lapdog,0.39,0.49,0.27
lapel,0.46,0.29,0.29
lapelled,0.5,0.44,0.62
lapful,0.84,0.16,0.4
lapped,0.5,0.82,0.33
lapping,0.67,0.84,0.18
lapse,0.42,0.32,0.28
lapsed,0.36,0.33,0.27
laptop,0.73,0.27,0.52
larcenist,0.0,0.84,0.59
larcenous,0.12,0.84,0.41
larceny,0.27,0.82,0.46
lard,0.43,0.24,0.18
larder,0.65,0.29,0.51
large,0.7,0.57,0.73
large-amount,0.48,0.51,0.71
large-amounts,0.58,0.47,0.73
large-cap,0.55,0.43,0.62
large-groups,0.55,0.67,0.6
large-number,0.62,0.55,0.67
large-part,0.5,0.43,0.69
large-quantities,0.82,0.6,0.73
large-scale,0.65,0.61,0.65
largely,0.54,0.16,0.73
largeness,0.84,0.16,0.79
larger,0.73,0.65,0.77
largess,0.98,0.38,0.7
largest,0.5,0.53,0.7
largo,0.52,0.48,0.51
lark,0.57,0.29,0.35
larkish,0.82,0.84,0.45
larva,0.24,0.43,0.26
larvae,0.33,0.84,0.16
larval,0.5,0.67,0.16
laryngitis,0.12,0.5,0.37
laryngologist,0.56,0.5,0.82
laryngoscope,0.5,0.15,0.59
laryngoscopy,0.3,0.84,0.84
larynx,0.46,0.42,0.4
lasagna,0.72,0.44,0.4
lascivious,0.16,1.0,0.67
lasciviously,0.16,0.85,0.36
lasciviousness,0.15,0.89,0.22
laser,0.47,0.53,0.77
laser-beam,0.5,0.53,0.44
laser-tag,0.49,0.54,0.38
laserdisc,0.5,0.48,0.64
laserjet,0.75,0.8,0.7
lash,0.23,0.79,0.61
lash-out,0.18,0.82,0.51
lasher,0.16,0.84,0.94
lass,0.65,0.54,0.43
lasso,0.44,0.46,0.34
last,0.3,0.27,0.3
last-call,0.23,0.49,0.43
last-day,0.25,0.42,0.23
last-ditch,0.34,0.55,0.35
last-half,0.33,0.47,0.34
last-hurrah,0.5,0.47,0.35
last-laugh,0.45,0.47,0.36
last-legs,0.32,0.41,0.32
last-me,0.21,0.43,0.33
last-mile,0.41,0.44,0.56
last-minute,0.46,0.54,0.32
last-name,0.58,0.4,0.47
last-night,0.43,0.35,0.3
last-out,0.33,0.4,0.29
last-post,0.3,0.45,0.3
last-quarter,0.34,0.46,0.46
last-resort,0.19,0.51,0.35
last-straw,0.17,0.54,0.41
last-supper,0.26,0.36,0.4
last-thing,0.4,0.43,0.39
last-word,0.29,0.44,0.54
lastday,0.31,0.58,0.46
lasting,0.78,0.54,0.74
lasting-impact,0.51,0.56,0.59
lastly,0.5,0.05,0.6
lastminute,0.42,0.58,0.38
latch,0.4,0.27,0.29
latch-on,0.36,0.4,0.27
latch-onto,0.33,0.47,0.49
latchkey,0.33,0.48,0.41
late,0.24,0.36,0.32
late-afternoon,0.55,0.38,0.39
late-bloomer,0.24,0.43,0.3
late-fall,0.48,0.38,0.36
late-father,0.3,0.4,0.17
late-husband,0.09,0.4,0.27
late-night,0.33,0.33,0.36
late-show,0.33,0.46,0.48
late-spring,0.52,0.49,0.4
late-summer,0.42,0.36,0.38
latecomer,0.33,0.84,0.29
lately,0.5,0.5,0.5
latency,0.5,0.16,0.29
lateness,0.22,0.39,0.35
latent,0.47,0.5,0.65
latently,0.5,0.02,0.43
later,0.36,0.33,0.33
later-on,0.47,0.38,0.41
lateral,0.49,0.37,0.32
lateralization,0.5,0.84,0.69
lateralize,0.5,0.81,0.72
laterally,0.56,0.26,0.45
latest,0.53,0.43,0.57
latex,0.48,0.41,0.33
lathe,0.51,0.45,0.43
lather,0.64,0.33,0.32
latherer,0.5,0.84,0.48
latin,0.55,0.5,0.59
latitude,0.56,0.3,0.49
latitudinal,0.5,0.39,0.5
latrine,0.38,0.36,0.17
latrines,0.22,0.46,0.27
latte,0.62,0.32,0.31
latter,0.5,0.24,0.38
lattermost,0.5,0.21,0.61
lattice,0.4,0.42,0.35
latticed,0.62,0.22,0.6
latticework,0.6,0.16,0.5
laud,0.49,0.43,0.38
laudability,1.0,0.21,0.78
laudable,0.74,0.47,0.68
laudably,1.0,0.79,0.78
laudation,0.54,0.54,0.62
laudatory,0.61,0.41,0.45
laugh,0.98,0.64,0.59
laugh-at,0.6,0.57,0.45
laugh-track,0.78,0.47,0.36
laughable,0.59,0.62,0.3
laughably,0.84,0.65,0.26
laughing,0.91,0.6,0.54
laughing-stock,0.31,0.64,0.46
laughingstock,0.43,0.78,0.31
laughs,0.81,0.84,0.43
laughter,0.96,0.65,0.59
launch,0.68,0.82,0.6
launch-into,0.57,0.56,0.6
launch-pad,0.52,0.54,0.4
launcher,0.67,0.74,0.81
launches,0.49,0.67,0.6
launder,0.48,0.45,0.35
launderer,0.21,0.74,0.54
launderette,0.67,0.78,0.48
laundering,0.44,0.33,0.44
laundress,0.5,0.84,0.27
laundromat,0.5,0.16,0.33
laundry,0.64,0.29,0.38
laundry-basket,0.51,0.43,0.38
laundry-detergent,0.48,0.43,0.64
laundry-list,0.49,0.46,0.54
laundry-room,0.43,0.46,0.51
laundryman,0.5,0.53,0.26
laundrywoman,0.5,0.82,0.19
laureate,0.73,0.4,0.7
laurel,0.64,0.15,0.3
laurels,0.68,0.28,0.54
lava,0.28,0.54,0.62
lava-lamp,0.5,0.49,0.59
lavage,0.62,0.46,0.36
lavatory,0.51,0.4,0.26
lavender,0.81,0.2,0.39
lavish,0.79,0.65,0.73
lavisher,0.84,0.81,0.73
lavishly,0.89,0.64,0.8
lavishness,1.0,0.24,0.78
law,0.74,0.59,0.82
law-abiding,0.5,0.47,0.54
law-degree,0.64,0.57,0.63
law-firm,0.43,0.49,0.62
law-professor,0.57,0.59,0.67
law-school,0.66,0.5,0.5
law-society,0.4,0.46,0.68
law-student,0.63,0.54,0.7
lawbreaker,0.0,0.84,0.23
lawbreaking,0.06,0.85,0.48
lawful,0.66,0.4,0.78
lawfully,0.84,0.22,0.87
lawfulness,0.93,0.16,0.93
lawgiver,0.84,0.84,1.0
lawgiving,0.81,0.84,1.0
lawless,0.22,0.69,0.42
lawlessly,0.16,0.84,0.71
lawlessness,0.16,0.8,0.51
lawmaker,0.84,0.82,1.0
lawmaking,0.86,0.84,0.96
lawman,0.51,0.53,0.88
lawn,0.68,0.32,0.46
lawn-chair,0.51,0.39,0.4
lawn-mower,0.46,0.52,0.56
lawn-sign,0.6,0.44,0.42
lawnmower,0.48,0.53,0.36
lawsuit,0.22,0.79,0.61
lawyer,0.52,0.57,0.78
lawyerly,0.53,0.54,0.84
lax,0.43,0.4,0.3
laxative,0.27,0.55,0.53
laxity,0.16,0.16,0.18
laxness,0.33,0.03,0.16
lay,0.52,0.33,0.49
lay-back,0.33,0.4,0.26
lay-down,0.43,0.27,0.41
lay-eggs,0.46,0.58,0.29
lay-in,0.5,0.25,0.36
lay-low,0.3,0.3,0.2
lay-off,0.11,0.42,0.27
lay-on,0.5,0.35,0.37
lay-out,0.3,0.46,0.4
lay-up,0.46,0.51,0.38
layaway,0.43,0.51,0.45
layback,0.52,0.16,0.38
layer,0.5,0.21,0.36
layered,0.57,0.3,0.43
laying-on,0.36,0.35,0.39
layman,0.53,0.34,0.43
layoff,0.06,0.71,0.18
layout,0.62,0.44,0.56
layover,0.52,0.36,0.5
laypeople,0.5,0.23,0.33
layperson,0.5,0.31,0.22
layup,0.84,0.84,0.63
laywoman,0.5,0.21,0.33
laze,0.84,0.02,0.16
lazily,0.18,0.02,0.15
laziness,0.27,0.24,0.13
lazy,0.39,0.27,0.09
lazy-eye,0.26,0.32,0.22
lazy-sunday,0.42,0.27,0.32
lazybones,0.16,0.0,0.09
lazyday,0.33,0.32,0.15
lea,0.59,0.3,0.36
leach,0.16,0.67,0.4
lead,0.33,0.65,0.46
lead-character,0.77,0.57,0.67
lead-into,0.4,0.43,0.6
lead-off,0.4,0.5,0.35
lead-on,0.62,0.55,0.59
lead-role,0.7,0.54,0.7
lead-singer,0.66,0.62,0.65
lead-time,0.6,0.51,0.6
lead-to,0.55,0.47,0.43
lead-up,0.62,0.57,0.64
lead-with,0.65,0.41,0.75
leaded,0.44,0.62,0.6
leaden,0.16,0.0,0.19
leader,0.84,0.58,0.92
leaderless,0.16,0.19,0.06
leadership,0.87,0.69,0.97
leading,0.83,0.7,0.97
leading-off,0.46,0.4,0.49
leadless,0.46,0.16,0.3
leadoff,0.84,1.0,0.78
leads,0.53,0.47,0.62
leadsman,0.5,0.84,0.77
leaf,0.59,0.16,0.3
leaf-blower,0.35,0.54,0.44
leafhopper,0.53,0.78,0.48
leafless,0.33,0.09,0.27
leaflessness,0.16,0.03,0.3
leaflet,0.49,0.21,0.38
leafy,0.65,0.53,0.7
league,0.65,0.34,0.46
league-match,0.62,0.62,0.55
league-season,0.54,0.6,0.57
leak,0.38,0.84,0.52
leakage,0.19,0.73,0.53
leaker,0.16,0.82,0.32
leakiness,0.16,0.67,0.16
leaky,0.17,0.68,0.29
lean,0.73,0.36,0.44
lean-back,0.43,0.3,0.53
lean-on,0.54,0.41,0.4
lean-to,0.42,0.44,0.3
lean-toward,0.34,0.42,0.49
lean-towards,0.37,0.47,0.32
leaned,0.57,0.38,0.49
leaning,0.48,0.41,0.35
leanly,0.5,0.25,0.38
leanness,0.65,0.22,0.37
leap,0.75,0.67,0.67
leap-year,0.65,0.44,0.36
leaper,0.7,1.0,0.7
leapfrog,0.75,0.91,0.84
leapfrogging,0.95,0.98,0.79
leapt,0.79,1.0,0.74
learn,0.84,0.64,0.83
learn-about,0.83,0.43,0.51
learnable,1.0,0.54,0.74
learned,0.7,0.46,0.54
learnedly,0.84,0.67,0.77
learnedness,0.84,0.25,0.84
learner,0.7,0.47,0.4
learning,0.84,0.59,0.57
learning-curve,0.59,0.54,0.46
learning-disability,0.25,0.59,0.17
learnt,0.81,0.24,0.64
leasable,0.67,0.28,0.56
lease,0.52,0.46,0.54
leased,0.53,0.44,0.33
leasehold,0.5,0.15,0.28
leaseholder,0.5,0.21,0.67
leash,0.32,0.35,0.43
least,0.32,0.29,0.3
leastways,0.5,0.46,0.33
leastwise,0.5,0.16,0.5
leather,0.51,0.33,0.34
leather-jacket,0.58,0.5,0.59
leather-pants,0.5,0.53,0.57
leatherback,0.5,0.5,0.61
leatherette,0.5,0.5,0.5
leatherhead,0.33,0.5,0.61
leatherjacket,0.52,0.5,0.5
leatherneck,0.5,0.81,0.85
leatherwork,0.84,0.84,0.52
leatherworker,0.69,0.82,0.81
leathery,0.42,0.47,0.41
leave,0.38,0.32,0.3
leave-alone,0.27,0.27,0.26
leave-behind,0.3,0.49,0.29
leave-for,0.25,0.32,0.44
leave-home,0.26,0.33,0.45
leave-in,0.35,0.29,0.27
leave-it,0.41,0.3,0.23
leave-off,0.18,0.46,0.31
leave-office,0.32,0.41,0.3
leave-on,0.36,0.42,0.43
leave-out,0.2,0.38,0.18
leave-room,0.32,0.43,0.41
leavemealone,0.24,0.47,0.4
leaven,0.7,0.81,0.64
leaver,0.47,0.78,0.36
leaving,0.16,0.54,0.37
lebanese,0.54,0.5,0.5
lecher,0.0,0.84,0.26
lecherous,0.14,0.7,0.38
lecherously,0.0,0.95,0.81
lecherousness,0.0,0.93,0.65
lechery,0.0,0.85,0.21
lectern,0.5,0.48,0.67
lecture,0.6,0.46,0.73
lecture-hall,0.57,0.51,0.6
lecture-on,0.33,0.54,0.63
lecturer,0.67,0.55,0.73
led,0.54,0.84,0.84
led-by,0.47,0.53,0.59
lederhosen,0.67,0.5,0.5
ledge,0.4,0.23,0.34
ledged,0.5,0.5,0.45
ledger,0.51,0.36,0.61
lee,0.51,0.27,0.3
leech,0.25,0.62,0.27
leeches,0.11,0.7,0.3
leechlike,0.12,0.19,0.07
leek,0.5,0.36,0.5
leer,0.61,0.35,0.51
leery,0.33,0.64,0.41
lees,0.36,0.57,0.4
leeway,0.56,0.57,0.57
left,0.36,0.37,0.36
left-behind,0.23,0.44,0.46
left-field,0.22,0.46,0.3
left-hand,0.4,0.35,0.41
left-out,0.15,0.39,0.29
left-over,0.33,0.34,0.22
left-overs,0.27,0.45,0.36
left-side,0.4,0.29,0.33
left-standing,0.37,0.57,0.49
left-turn,0.5,0.43,0.46
left-wing,0.38,0.47,0.35
leftie,0.5,0.69,0.39
leftish,0.45,0.5,0.64
leftism,0.45,0.72,0.72
leftist,0.29,0.53,0.4
leftmost,0.5,0.16,0.48
leftout,0.23,0.36,0.24
leftover,0.49,0.46,0.22
leftovers,0.22,0.35,0.11
leftward,0.46,0.5,0.5
leftwing,0.16,0.81,0.75
lefty,0.49,0.4,0.38
leg,0.51,0.38,0.32
leg-out,0.17,0.46,0.43
leg-room,0.57,0.3,0.4
leg-up,0.5,0.47,0.48
leg-work,0.47,0.61,0.43
legacy,0.79,0.53,0.83
legal,0.65,0.38,0.89
legal-action,0.49,0.61,0.7
legal-advice,0.59,0.54,0.72
legal-age,0.5,0.47,0.59
legal-aid,0.45,0.56,0.64
legal-counsel,0.55,0.56,0.6
legal-name,0.51,0.44,0.46
legal-profession,0.51,0.57,0.76
legal-right,0.62,0.65,0.74
legal-system,0.46,0.54,0.78
legal-tender,0.51,0.41,0.65
legalese,0.22,0.16,0.73
legalism,0.22,0.21,0.76
legalist,0.33,0.67,0.84
legalistic,0.26,0.21,0.84
legalistically,0.36,0.33,0.74
legality,0.77,0.35,0.71
legalization,0.84,0.84,0.85
legalize,0.51,0.46,0.82
legalized,0.76,0.44,0.85
legally,0.77,0.48,0.84
legally-binding,0.33,0.58,0.79
legate,0.82,0.5,0.94
legation,0.5,0.81,0.74
legend,0.84,0.52,0.75
legendary,0.85,0.54,0.82
legged,0.5,0.52,0.5
legging,0.54,0.54,0.5
leggy,0.64,0.33,0.64
leghorn,0.53,0.23,0.5
legibility,0.77,0.48,0.58
legible,0.67,0.28,0.51
legibly,0.78,0.07,0.64
legion,0.47,0.57,0.85
legionary,0.6,0.84,0.85
legionnaire,0.5,0.84,0.84
legislate,0.57,0.58,0.73
legislation,0.53,0.42,0.81
legislative,0.64,0.36,0.8
legislative-branch,0.49,0.62,0.7
legislatively,0.5,0.74,0.91
legislator,0.49,0.58,0.88
legislatorial,0.5,0.82,0.98
legislature,0.54,0.43,0.7
legit,0.74,0.43,0.85
legitimacy,0.83,0.42,0.85
legitimate,0.79,0.36,0.84
legitimately,0.84,0.43,0.78
legitimatize,0.84,0.77,0.84
legitimist,0.6,0.5,0.84
legitimization,0.76,0.4,0.85
legitimize,0.85,0.24,0.92
legless,0.16,0.15,0.05
lego,0.6,0.3,0.19
lego-set,0.56,0.39,0.4
legroom,0.84,0.16,0.4
legs,0.48,0.4,0.23
legume,0.52,0.3,0.46
legwarmer,0.67,0.59,0.36
legwork,0.62,0.56,0.51
leisure,0.63,0.43,0.42
leisure-time,0.6,0.25,0.5
leisured,0.73,0.0,0.67
leisureliness,0.78,0.02,0.35
leisurely,0.8,0.25,0.36
leisurewear,0.81,0.18,0.39
lemma,0.53,0.29,0.39
lemme,0.33,0.38,0.33
lemming,0.43,0.79,0.13
lemon,0.6,0.32,0.32
lemon-drop,0.67,0.37,0.4
lemon-juice,0.49,0.38,0.41
lemonade,0.66,0.29,0.41
lemongrass,0.84,0.33,0.5
lemony,0.81,0.16,0.5
lemur,0.5,0.84,0.04
lend,0.52,0.46,0.51
lendable,0.81,0.22,0.56
lender,0.34,0.52,0.7
lending,0.51,0.59,0.46
length,0.48,0.31,0.54
lengthen,0.62,0.48,0.57
lengthened,0.45,0.53,0.47
lengthener,0.78,0.79,0.61
lengthening,0.67,0.53,0.53
lengthily,0.46,0.18,0.5
lengthiness,0.31,0.16,0.28
lengthways,0.5,0.39,0.5
lengthwise,0.57,0.47,0.53
lengthy,0.57,0.34,0.53
lenience,0.84,0.15,0.29
leniency,0.51,0.43,0.54
lenient,0.52,0.45,0.34
leniently,0.84,0.16,0.33
lens,0.42,0.24,0.47
lentil,0.59,0.15,0.5
leopard,0.54,0.76,0.61
leopardess,0.78,0.84,0.85
leotard,0.51,0.43,0.39
leper,0.08,0.59,0.21
leprechaun,0.41,0.48,0.41
leprosy,0.13,0.67,0.35
leprous,0.0,0.16,0.13
lesion,0.24,0.62,0.36
lesions,0.12,0.38,0.19
less,0.27,0.24,0.11
less-than,0.16,0.35,0.18
lessee,0.41,0.47,0.6
lessen,0.24,0.31,0.24
lessening,0.38,0.3,0.27
lesser,0.4,0.16,0.21
lesson,0.7,0.57,0.6
lessor,0.55,0.49,0.62
lest,0.33,0.62,0.37
let,0.43,0.38,0.3
let-alone,0.31,0.32,0.27
let-be,0.52,0.31,0.36
let-down,0.23,0.31,0.4
let-go,0.23,0.46,0.44
let-in,0.62,0.46,0.43
let-into,0.4,0.43,0.33
let-loose,0.42,0.55,0.36
let-off,0.32,0.38,0.25
let-on,0.69,0.44,0.5
let-one,0.45,0.43,0.33
let-out,0.28,0.42,0.37
let-up,0.5,0.4,0.55
let's-go,0.6,0.56,0.67
let's-see,0.54,0.46,0.46
letch,0.15,1.0,0.16
letdown,0.16,0.21,0.16
lethal,0.08,0.84,1.0
lethality,0.0,0.84,0.97
lethally,0.0,1.0,0.92
lethargic,0.22,0.24,0.38
lethargically,0.16,0.0,0.09
lethargy,0.2,0.3,0.32
letter,0.64,0.28,0.34
letterbox,0.5,0.5,0.56
lettered,0.54,0.36,0.48
letterhead,0.45,0.32,0.46
lettering,0.54,0.18,0.43
letterman,0.54,0.5,0.75
letterpress,0.5,0.84,0.57
letters,0.67,0.33,0.36
letting,0.5,0.76,0.33
lettuce,0.6,0.16,0.29
leukemia,0.09,0.57,0.35
leukemic,0.0,0.84,0.04
levee,0.52,0.33,0.49
level,0.62,0.27,0.51
level-at,0.45,0.4,0.54
level-headed,0.78,0.48,0.67
level-out,0.43,0.36,0.43
level-up,0.69,0.59,0.75
level-with,0.41,0.38,0.57
leveler,0.5,0.84,0.81
levelheaded,0.98,0.16,0.91
levelheadedness,1.0,0.0,0.79
levelness,0.84,0.02,0.64
lever,0.4,0.35,0.4
leverage,0.46,0.5,0.63
leveraged,0.75,0.84,0.89
levitate,0.56,0.6,0.55
levitation,0.84,0.85,0.82
levitator,0.84,0.84,0.79
levy,0.44,0.42,0.49
lewd,0.19,0.67,0.41
lewdly,0.0,0.85,0.21
lewdness,0.04,0.84,0.33
lexicographer,0.78,0.52,0.78
lexicographic,0.43,0.54,0.68
lexicographical,0.5,0.16,0.75
lexicographically,0.57,0.21,0.84
lexicography,0.78,0.22,0.74
lexicological,0.84,0.3,0.72
lexicologist,0.84,0.67,0.79
lexicology,0.5,0.16,0.81
lexicon,0.56,0.46,0.62
ley,0.6,0.39,0.77
liabilities,0.43,0.61,0.7
liability,0.64,0.5,0.8
liability-insurance,0.6,0.57,0.67
liable,0.65,0.52,0.82
liaison,0.64,0.52,0.47
liar,0.04,0.6,0.34
libation,0.84,0.38,0.48
libel,0.13,0.7,0.4
libelous,0.12,0.73,0.43
libelously,0.0,0.8,0.88
liberal,0.57,0.57,0.76
liberal-arts,0.7,0.47,0.59
liberal-democrat,0.62,0.57,0.6
liberal-party,0.5,0.51,0.62
liberalism,0.56,0.71,0.75
liberalist,0.5,0.81,0.71
liberalistic,0.84,0.84,0.84
liberality,0.88,0.37,0.78
liberalization,0.81,0.84,0.91
liberalize,0.84,0.84,0.84
liberalizer,0.84,0.8,0.97
liberally,0.76,0.52,0.79
liberalness,0.84,0.5,0.78
liberate,0.76,0.63,0.71
liberated,0.78,0.63,0.68
liberating,0.91,0.62,0.74
liberation,0.74,0.62,0.85
liberationist,0.98,0.85,0.96
liberator,1.0,0.85,1.0
libertarian,0.54,0.84,0.98
libertarianism,0.5,0.79,0.98
